Country,Price,Size,Status,Marketplace,Reference,Moy_prix_by_size
Banlieue Nord,1600.0,180.0,L,Tunisie-annonce TN,2721971,8.88888888888889
Banlieue Nord,700.0,65.0,L,Tunisie-annonce TN,2818688,10.76923076923077
Sousse,1200.0,50.0,L,Tunisie-annonce TN,2804460,24.0
Nabeul,200.0,40.0,L,Tunisie-annonce TN,2505421,5.0
Ben arous,500.0,150.0,L,Tunisie-annonce TN,2829565,3.3333333333333335
Sousse,600.0,40.0,L,Tunisie-annonce TN,383477,15.0
Sfax,430.0,140.0,L,Tunisie-annonce TN,2828986,3.0714285714285716
Banlieue Nord,1000.0,120.0,L,Tunisie-annonce TN,2830956,8.333333333333334
Ariana,1500.0,450.0,L,Tunisie-annonce TN,2832039,3.3333333333333335
Bizerte,350.0,50.0,L,Tunisie-annonce TN,2827466,7.0
Banlieue Nord,2200.0,160.0,L,Tunisie-annonce TN,2804991,13.75
Ariana,8900.0,2700.0,L,Tunisie-annonce TN,2802568,3.2962962962962963
Sousse,650.0,180.0,L,Tunisie-annonce TN,2768212,3.611111111111111
Ben arous,1100.0,150.0,L,Tunisie-annonce TN,2780761,7.333333333333333
Tunis,2700.0,238.0,L,Tunisie-annonce TN,2819204,11.344537815126051
Tunis,700.0,40.0,L,Tunisie-annonce TN,2827495,17.5
Banlieue Nord,2000.0,133.0,L,Tunisie-annonce TN,2780873,15.037593984962406
Tunis,800.0,123.0,L,Tunisie-annonce TN,2827500,6.504065040650406
Mannouba,250.0,170.0,L,Tunisie-annonce TN,2804025,1.4705882352941178
Nabeul,800.0,76.0,L,Tunisie-annonce TN,2671550,10.526315789473685
Ben arous,500.0,200.0,L,Tunisie-annonce TN,2828416,2.5
Banlieue Nord,1200.0,230.0,L,Tunisie-annonce TN,2832037,5.217391304347826
Banlieue Nord,800.0,100.0,L,Tunisie-annonce TN,2830978,8.0
Tunis,1200.0,100.0,L,Tunisie-annonce TN,2810522,12.0
Banlieue Nord,950.0,75.0,L,Tunisie-annonce TN,2821459,12.666666666666666
Tunis,700.0,70.0,L,Tunisie-annonce TN,2802780,10.0
Banlieue Nord,1200.0,350.0,L,Tunisie-annonce TN,2819872,3.4285714285714284
Ariana,1100.0,200.0,L,Tunisie-annonce TN,2757481,5.5
Cite el khadra,1200.0,140.0,L,Tunisie-annonce TN,2779327,8.571428571428571
Banlieue Nord,8000.0,750.0,L,Tunisie-annonce TN,2653870,10.666666666666666
Ariana,1500.0,100.0,L,Tunisie-annonce TN,2512726,15.0
Banlieue Nord,2200.0,180.0,L,Tunisie-annonce TN,2832045,12.222222222222221
Banlieue Nord,6000.0,1000.0,L,Tunisie-annonce TN,2796685,6.0
Ben arous,1200.0,500.0,L,Tunisie-annonce TN,2797235,2.4
Ariana,1200.0,110.0,L,Tunisie-annonce TN,2815195,10.909090909090908
Bardo,4000.0,900.0,L,Tunisie-annonce TN,2118640,4.444444444444445
Banlieue Nord,2700.0,170.0,L,Tunisie-annonce TN,2815974,15.882352941176471
Ben arous,625.0,100.0,L,Tunisie-annonce TN,2832051,6.25
Tunis,450.0,110.0,L,Tunisie-annonce TN,2816811,4.090909090909091
Tunis,1400.0,140.0,L,Tunisie-annonce TN,2753815,10.0
Banlieue Nord,2600.0,130.0,L,Tunisie-annonce TN,2832049,20.0
Banlieue Nord,850.0,130.0,L,Tunisie-annonce TN,2826282,6.538461538461538
Banlieue Nord,950.0,130.0,L,Tunisie-annonce TN,2825510,7.3076923076923075
Banlieue Nord,950.0,75.0,L,Tunisie-annonce TN,2824996,12.666666666666666
Ariana,650.0,110.0,L,Tunisie-annonce TN,2832057,5.909090909090909
Tunis,1200.0,200.0,L,Tunisie-annonce TN,2771316,6.0
Banlieue Nord,950.0,120.0,L,Tunisie-annonce TN,2832056,7.916666666666667
Nabeul,130.0,69.0,L,Tunisie-annonce TN,2820239,1.8840579710144927
Sfax,580.0,10546.0,L,Tunisie-annonce TN,2802235,0.05499715531955244
Banlieue Nord,1500.0,120.0,L,Tunisie-annonce TN,2830988,12.5
Ben arous,500.0,150.0,L,Tunisie-annonce TN,2832053,3.3333333333333335
Banlieue Nord,1200.0,90.0,L,Tunisie-annonce TN,2815849,13.333333333333334
Banlieue Nord,3400.0,180.0,L,Tunisie-annonce TN,2832060,18.88888888888889
